"data_type","year","uid_org_txt","uid_qm_num","uid_qm_txt","response_category","value"
"organisation",2010,"NTOFSV","1.01.001.00","000.engagement_index","index",55
"organisation",2010,"NTOFSV","1.02.001.00","000.my_work","theme",68
"organisation",2010,"NTOFSV","1.02.002.00","000.objectives_purpose","theme",75
"organisation",2010,"NTOFSV","1.02.003.00","000.my_manager","theme",58
"organisation",2010,"NTOFSV","1.02.004.00","000.my_team","theme",70
"organisation",2010,"NTOFSV","1.02.005.00","000.learning_development","theme",43
"organisation",2010,"NTOFSV","1.02.006.00","000.inclusion_treatment","theme",66
"organisation",2010,"NTOFSV","1.02.007.00","000.resources_workload","theme",68
"organisation",2010,"NTOFSV","1.02.008.00","000.pay_benefits","theme",31
"organisation",2010,"NTOFSV","1.02.009.00","000.leadership_change","theme",27
"organisation",2010,"NTOFSV","2.01.001.00","mwk.interested_work","agreement",88
"organisation",2010,"NTOFSV","2.01.002.00","mwk.challenging_work","agreement",75
"organisation",2010,"NTOFSV","2.01.003.00","mwk.personal_accomplishment","agreement",71
"organisation",2010,"NTOFSV","2.01.004.00","mwk.involved_decisions","agreement",46
"organisation",2010,"NTOFSV","2.01.005.00","mwk.choice_how","agreement",60
"organisation",2010,"NTOFSV","2.02.001.00","obj.understanding_objectives","agreement",73
"organisation",2010,"NTOFSV","2.02.002.00","obj.understanding_purpose","agreement",77
"organisation",2010,"NTOFSV","2.02.003.00","obj.contribute_toward_objectives","agreement",75
"organisation",2010,"NTOFSV","2.03.001.00","mgr.manager_motivates","agreement",59
"organisation",2010,"NTOFSV","2.03.004.00","mgr.manager_considerate","agreement",65
"organisation",2010,"NTOFSV","2.03.005.00","mgr.manager_open","agreement",69
"organisation",2010,"NTOFSV","2.03.006.00","mgr.understand_contribution","agreement",53
"organisation",2010,"NTOFSV","2.03.007.00","mgr.confidence_manger","agreement",61
"organisation",2010,"NTOFSV","2.03.008.00","mgr.manager_recognises","agreement",69
"organisation",2010,"NTOFSV","2.03.009.00","mgr.regular_feedback","agreement",55
"organisation",2010,"NTOFSV","2.03.010.00","mgr.feedback_helps","agreement",52
"organisation",2010,"NTOFSV","2.03.011.00","mgr.performance_fairly","agreement",57
"organisation",2010,"NTOFSV","2.03.013.00","mgr.poor_performance","agreement",37
"organisation",2010,"NTOFSV","2.04.001.00","tem.relied_upon","agreement",77
"organisation",2010,"NTOFSV","2.04.002.00","tem.improve_service","agreement",71
"organisation",2010,"NTOFSV","2.04.003.00","mtm.team_encouraged","agreement",63
"organisation",2010,"NTOFSV","2.05.001.00","ldv.access_learning","agreement",50
"organisation",2010,"NTOFSV","2.05.002.00","ldv.improve_performance","agreement",46
"organisation",2010,"NTOFSV","2.05.003.00","ldv.opportunities_career","agreement",34
"organisation",2010,"NTOFSV","2.05.004.00","ldv.helping_career","agreement",41
"organisation",2010,"NTOFSV","2.06.001.00","ift.treated_fairly","agreement",69
"organisation",2010,"NTOFSV","2.06.002.00","ift.treated_respect","agreement",78
"organisation",2010,"NTOFSV","2.06.003.00","ift.work_valued","agreement",52
"organisation",2010,"NTOFSV","2.06.004.00","ift.respects_differences","agreement",65
"organisation",2010,"NTOFSV","2.07.001.00","rwk.information_needed","agreement",61
"organisation",2010,"NTOFSV","2.07.002.00","rwk.work_objectives","agreement",71
"organisation",2010,"NTOFSV","2.07.003.00","rwk.clear_expectations","agreement",81
"organisation",2010,"NTOFSV","2.07.004.00","rwk.skills_needed","agreement",85
"organisation",2010,"NTOFSV","2.07.005.00","rwk.tools_needed","agreement",65
"organisation",2010,"NTOFSV","2.07.006.00","rwk.acceptable_workload","agreement",54
"organisation",2010,"NTOFSV","2.07.007.00","rwk.work_life_balance","agreement",60
"organisation",2010,"NTOFSV","2.08.001.00","pay.reflects_performance","agreement",32
"organisation",2010,"NTOFSV","2.08.002.00","pay.satisfied_benefits","agreement",33
"organisation",2010,"NTOFSV","2.08.003.00","pay.pay_reasonable","agreement",30
"organisation",2010,"NTOFSV","2.09.001.00","lmc.seniors_visible","agreement",37
"organisation",2010,"NTOFSV","2.09.002.00","lmc.seniors_consistent_values","agreement",35
"organisation",2010,"NTOFSV","2.09.003.00","lmc.clear_vision","agreement",24
"organisation",2010,"NTOFSV","2.09.004.00","lmc.organisation_managed_well","agreement",30
"organisation",2010,"NTOFSV","2.09.005.00","lmc.confidence_seniors","agreement",24
"organisation",2010,"NTOFSV","2.09.006.00","lmc.change_managed_well","agreement",20
"organisation",2010,"NTOFSV","2.09.007.00","lmc.change_for_better","agreement",15
"organisation",2010,"NTOFSV","2.09.008.00","lmc.kept_informed","agreement",35
"organisation",2010,"NTOFSV","2.09.009.00","lmc.contribute_views","agreement",20
"organisation",2010,"NTOFSV","2.09.010.00","lmc.safe_to_challenge","agreement",26
"organisation",2010,"NTOFSV","2.10.001.00","eng.proud_to_tell","agreement",56
"organisation",2010,"NTOFSV","2.10.002.00","eng.recommend_organisation","agreement",36
"organisation",2010,"NTOFSV","2.10.003.00","eng.personal_attachment","agreement",47
"organisation",2010,"NTOFSV","2.10.004.00","eng.organisation_inspires","agreement",40
"organisation",2010,"NTOFSV","2.10.005.00","eng.organisation_motivates","agreement",35
"organisation",2010,"NTOFSV","2.11.001.00","act.senior_action","agreement",24
"organisation",2010,"NTOFSV","2.11.002.00","act.managers_action","agreement",35
"organisation",2010,"NTOFSV","3.05.001.00","inf.handle_information","agreement",74
"organisation",2010,"NTOFSV","3.05.002.00","inf.information_training","yes",40
"organisation",2010,"NTOFSV","5.01.001.00","csc.aware_concern","yes",59
"organisation",2010,"NTOFSV","5.01.002.00","csc.aware_code","yes",49
"organisation",2010,"NTOFSV","5.01.003.00","csc.confident_code","yes",45
"organisation",2010,"NTOFSV","6.01.001.00","dhb.experienced_discrimination","yes",20
"organisation",2010,"NTOFSV","6.02.001.00","dhb.experienced_bullying","yes",18
"organisation",2010,"NTSCGV","1.01.001.00","000.engagement_index","index",54
"organisation",2010,"NTSCGV","1.02.001.00","000.my_work","theme",77
"organisation",2010,"NTSCGV","1.02.002.00","000.objectives_purpose","theme",63
"organisation",2010,"NTSCGV","1.02.003.00","000.my_manager","theme",63
"organisation",2010,"NTSCGV","1.02.004.00","000.my_team","theme",84
"organisation",2010,"NTSCGV","1.02.005.00","000.learning_development","theme",44
"organisation",2010,"NTSCGV","1.02.006.00","000.inclusion_treatment","theme",70
"organisation",2010,"NTSCGV","1.02.007.00","000.resources_workload","theme",69
"organisation",2010,"NTSCGV","1.02.008.00","000.pay_benefits","theme",43
"organisation",2010,"NTSCGV","1.02.009.00","000.leadership_change","theme",29
"organisation",2010,"NTSCGV","2.01.001.00","mwk.interested_work","agreement",91
"organisation",2010,"NTSCGV","2.01.002.00","mwk.challenging_work","agreement",78
"organisation",2010,"NTSCGV","2.01.003.00","mwk.personal_accomplishment","agreement",80
"organisation",2010,"NTSCGV","2.01.004.00","mwk.involved_decisions","agreement",53
"organisation",2010,"NTSCGV","2.01.005.00","mwk.choice_how","agreement",84
"organisation",2010,"NTSCGV","2.02.001.00","obj.understanding_objectives","agreement",58
"organisation",2010,"NTSCGV","2.02.002.00","obj.understanding_purpose","agreement",63
"organisation",2010,"NTSCGV","2.02.003.00","obj.contribute_toward_objectives","agreement",67
"organisation",2010,"NTSCGV","2.03.001.00","mgr.manager_motivates","agreement",61
"organisation",2010,"NTSCGV","2.03.004.00","mgr.manager_considerate","agreement",77
"organisation",2010,"NTSCGV","2.03.005.00","mgr.manager_open","agreement",84
"organisation",2010,"NTSCGV","2.03.006.00","mgr.understand_contribution","agreement",57
"organisation",2010,"NTSCGV","2.03.007.00","mgr.confidence_manger","agreement",68
"organisation",2010,"NTSCGV","2.03.008.00","mgr.manager_recognises","agreement",78
"organisation",2010,"NTSCGV","2.03.009.00","mgr.regular_feedback","agreement",59
"organisation",2010,"NTSCGV","2.03.010.00","mgr.feedback_helps","agreement",55
"organisation",2010,"NTSCGV","2.03.011.00","mgr.performance_fairly","agreement",54
"organisation",2010,"NTSCGV","2.03.013.00","mgr.poor_performance","agreement",33
"organisation",2010,"NTSCGV","2.04.001.00","tem.relied_upon","agreement",87
"organisation",2010,"NTSCGV","2.04.002.00","tem.improve_service","agreement",86
"organisation",2010,"NTSCGV","2.04.003.00","mtm.team_encouraged","agreement",78
"organisation",2010,"NTSCGV","2.05.001.00","ldv.access_learning","agreement",63
"organisation",2010,"NTSCGV","2.05.002.00","ldv.improve_performance","agreement",55
"organisation",2010,"NTSCGV","2.05.003.00","ldv.opportunities_career","agreement",19
"organisation",2010,"NTSCGV","2.05.004.00","ldv.helping_career","agreement",41
"organisation",2010,"NTSCGV","2.06.001.00","ift.treated_fairly","agreement",75
"organisation",2010,"NTSCGV","2.06.002.00","ift.treated_respect","agreement",84
"organisation",2010,"NTSCGV","2.06.003.00","ift.work_valued","agreement",58
"organisation",2010,"NTSCGV","2.06.004.00","ift.respects_differences","agreement",63
"organisation",2010,"NTSCGV","2.07.001.00","rwk.information_needed","agreement",62
"organisation",2010,"NTSCGV","2.07.002.00","rwk.work_objectives","agreement",60
"organisation",2010,"NTSCGV","2.07.003.00","rwk.clear_expectations","agreement",73
"organisation",2010,"NTSCGV","2.07.004.00","rwk.skills_needed","agreement",88
"organisation",2010,"NTSCGV","2.07.005.00","rwk.tools_needed","agreement",70
"organisation",2010,"NTSCGV","2.07.006.00","rwk.acceptable_workload","agreement",62
"organisation",2010,"NTSCGV","2.07.007.00","rwk.work_life_balance","agreement",70
"organisation",2010,"NTSCGV","2.08.001.00","pay.reflects_performance","agreement",43
"organisation",2010,"NTSCGV","2.08.002.00","pay.satisfied_benefits","agreement",46
"organisation",2010,"NTSCGV","2.08.003.00","pay.pay_reasonable","agreement",39
"organisation",2010,"NTSCGV","2.09.001.00","lmc.seniors_visible","agreement",38
"organisation",2010,"NTSCGV","2.09.002.00","lmc.seniors_consistent_values","agreement",26
"organisation",2010,"NTSCGV","2.09.003.00","lmc.clear_vision","agreement",19
"organisation",2010,"NTSCGV","2.09.004.00","lmc.organisation_managed_well","agreement",26
"organisation",2010,"NTSCGV","2.09.005.00","lmc.confidence_seniors","agreement",25
"organisation",2010,"NTSCGV","2.09.006.00","lmc.change_managed_well","agreement",16
"organisation",2010,"NTSCGV","2.09.007.00","lmc.change_for_better","agreement",21
"organisation",2010,"NTSCGV","2.09.008.00","lmc.kept_informed","agreement",55
"organisation",2010,"NTSCGV","2.09.009.00","lmc.contribute_views","agreement",32
"organisation",2010,"NTSCGV","2.09.010.00","lmc.safe_to_challenge","agreement",33
"organisation",2010,"NTSCGV","2.10.001.00","eng.proud_to_tell","agreement",45
"organisation",2010,"NTSCGV","2.10.002.00","eng.recommend_organisation","agreement",29
"organisation",2010,"NTSCGV","2.10.003.00","eng.personal_attachment","agreement",57
"organisation",2010,"NTSCGV","2.10.004.00","eng.organisation_inspires","agreement",40
"organisation",2010,"NTSCGV","2.10.005.00","eng.organisation_motivates","agreement",34
"organisation",2010,"NTSCGV","2.11.001.00","act.senior_action","agreement",43
"organisation",2010,"NTSCGV","2.11.002.00","act.managers_action","agreement",50
"organisation",2010,"NTSCGV","3.05.001.00","inf.handle_information","agreement",82
"organisation",2010,"NTSCGV","3.05.002.00","inf.information_training","yes",76
"organisation",2010,"NTSCGV","5.01.001.00","csc.aware_concern","yes",94
"organisation",2010,"NTSCGV","5.01.002.00","csc.aware_code","yes",66
"organisation",2010,"NTSCGV","5.01.003.00","csc.confident_code","yes",66
"organisation",2010,"NTSCGV","6.01.001.00","dhb.experienced_discrimination","yes",10
"organisation",2010,"NTSCGV","6.02.001.00","dhb.experienced_bullying","yes",14
"organisation",2010,"OFGVCM","1.01.001.00","000.engagement_index","index",51
"organisation",2010,"OFGVCM","1.02.001.00","000.my_work","theme",66
"organisation",2010,"OFGVCM","1.02.002.00","000.objectives_purpose","theme",43
"organisation",2010,"OFGVCM","1.02.003.00","000.my_manager","theme",63
"organisation",2010,"OFGVCM","1.02.004.00","000.my_team","theme",81
"organisation",2010,"OFGVCM","1.02.005.00","000.learning_development","theme",35
"organisation",2010,"OFGVCM","1.02.006.00","000.inclusion_treatment","theme",73
"organisation",2010,"OFGVCM","1.02.007.00","000.resources_workload","theme",65
"organisation",2010,"OFGVCM","1.02.008.00","000.pay_benefits","theme",39
"organisation",2010,"OFGVCM","1.02.009.00","000.leadership_change","theme",29
"organisation",2010,"OFGVCM","2.01.001.00","mwk.interested_work","agreement",84
"organisation",2010,"OFGVCM","2.01.002.00","mwk.challenging_work","agreement",66
"organisation",2010,"OFGVCM","2.01.003.00","mwk.personal_accomplishment","agreement",59
"organisation",2010,"OFGVCM","2.01.004.00","mwk.involved_decisions","agreement",44
"organisation",2010,"OFGVCM","2.01.005.00","mwk.choice_how","agreement",76
"organisation",2010,"OFGVCM","2.02.001.00","obj.understanding_objectives","agreement",41
"organisation",2010,"OFGVCM","2.02.002.00","obj.understanding_purpose","agreement",43
"organisation",2010,"OFGVCM","2.02.003.00","obj.contribute_toward_objectives","agreement",45
"organisation",2010,"OFGVCM","2.03.001.00","mgr.manager_motivates","agreement",63
"organisation",2010,"OFGVCM","2.03.004.00","mgr.manager_considerate","agreement",86
"organisation",2010,"OFGVCM","2.03.005.00","mgr.manager_open","agreement",78
"organisation",2010,"OFGVCM","2.03.006.00","mgr.understand_contribution","agreement",49
"organisation",2010,"OFGVCM","2.03.007.00","mgr.confidence_manger","agreement",67
"organisation",2010,"OFGVCM","2.03.008.00","mgr.manager_recognises","agreement",80
"organisation",2010,"OFGVCM","2.03.009.00","mgr.regular_feedback","agreement",59
"organisation",2010,"OFGVCM","2.03.010.00","mgr.feedback_helps","agreement",56
"organisation",2010,"OFGVCM","2.03.011.00","mgr.performance_fairly","agreement",60
"organisation",2010,"OFGVCM","2.03.013.00","mgr.poor_performance","agreement",31
"organisation",2010,"OFGVCM","2.04.001.00","tem.relied_upon","agreement",85
"organisation",2010,"OFGVCM","2.04.002.00","tem.improve_service","agreement",83
"organisation",2010,"OFGVCM","2.04.003.00","mtm.team_encouraged","agreement",75
"organisation",2010,"OFGVCM","2.05.001.00","ldv.access_learning","agreement",43
"organisation",2010,"OFGVCM","2.05.002.00","ldv.improve_performance","agreement",44
"organisation",2010,"OFGVCM","2.05.003.00","ldv.opportunities_career","agreement",16
"organisation",2010,"OFGVCM","2.05.004.00","ldv.helping_career","agreement",38
"organisation",2010,"OFGVCM","2.06.001.00","ift.treated_fairly","agreement",79
"organisation",2010,"OFGVCM","2.06.002.00","ift.treated_respect","agreement",84
"organisation",2010,"OFGVCM","2.06.003.00","ift.work_valued","agreement",58
"organisation",2010,"OFGVCM","2.06.004.00","ift.respects_differences","agreement",69
"organisation",2010,"OFGVCM","2.07.001.00","rwk.information_needed","agreement",56
"organisation",2010,"OFGVCM","2.07.002.00","rwk.work_objectives","agreement",49
"organisation",2010,"OFGVCM","2.07.003.00","rwk.clear_expectations","agreement",68
"organisation",2010,"OFGVCM","2.07.004.00","rwk.skills_needed","agreement",86
"organisation",2010,"OFGVCM","2.07.005.00","rwk.tools_needed","agreement",70
"organisation",2010,"OFGVCM","2.07.006.00","rwk.acceptable_workload","agreement",60
"organisation",2010,"OFGVCM","2.07.007.00","rwk.work_life_balance","agreement",65
"organisation",2010,"OFGVCM","2.08.001.00","pay.reflects_performance","agreement",39
"organisation",2010,"OFGVCM","2.08.002.00","pay.satisfied_benefits","agreement",42
"organisation",2010,"OFGVCM","2.08.003.00","pay.pay_reasonable","agreement",35
"organisation",2010,"OFGVCM","2.09.001.00","lmc.seniors_visible","agreement",45
"organisation",2010,"OFGVCM","2.09.002.00","lmc.seniors_consistent_values","agreement",35
"organisation",2010,"OFGVCM","2.09.003.00","lmc.clear_vision","agreement",14
"organisation",2010,"OFGVCM","2.09.004.00","lmc.organisation_managed_well","agreement",29
"organisation",2010,"OFGVCM","2.09.005.00","lmc.confidence_seniors","agreement",27
"organisation",2010,"OFGVCM","2.09.006.00","lmc.change_managed_well","agreement",15
"organisation",2010,"OFGVCM","2.09.007.00","lmc.change_for_better","agreement",17
"organisation",2010,"OFGVCM","2.09.008.00","lmc.kept_informed","agreement",44
"organisation",2010,"OFGVCM","2.09.009.00","lmc.contribute_views","agreement",23
"organisation",2010,"OFGVCM","2.09.010.00","lmc.safe_to_challenge","agreement",38
"organisation",2010,"OFGVCM","2.10.001.00","eng.proud_to_tell","agreement",36
"organisation",2010,"OFGVCM","2.10.002.00","eng.recommend_organisation","agreement",29
"organisation",2010,"OFGVCM","2.10.003.00","eng.personal_attachment","agreement",35
"organisation",2010,"OFGVCM","2.10.004.00","eng.organisation_inspires","agreement",27
"organisation",2010,"OFGVCM","2.10.005.00","eng.organisation_motivates","agreement",27
"organisation",2010,"OFGVCM","2.11.001.00","act.senior_action","agreement",32
"organisation",2010,"OFGVCM","2.11.002.00","act.managers_action","agreement",43
"organisation",2010,"OFGVCM","3.05.001.00","inf.handle_information","agreement",74
"organisation",2010,"OFGVCM","3.05.002.00","inf.information_training","yes",59
"organisation",2010,"OFGVCM","5.01.001.00","csc.aware_concern","yes",93
"organisation",2010,"OFGVCM","5.01.002.00","csc.aware_code","yes",52
"organisation",2010,"OFGVCM","5.01.003.00","csc.confident_code","yes",65
"organisation",2010,"OFGVCM","6.01.001.00","dhb.experienced_discrimination","yes",7
"organisation",2010,"OFGVCM","6.02.001.00","dhb.experienced_bullying","yes",8
"organisation",2010,"OFPBGD","1.01.001.00","000.engagement_index","index",53
"organisation",2010,"OFPBGD","1.02.001.00","000.my_work","theme",53
"organisation",2010,"OFPBGD","1.02.002.00","000.objectives_purpose","theme",83
"organisation",2010,"OFPBGD","1.02.003.00","000.my_manager","theme",57
"organisation",2010,"OFPBGD","1.02.004.00","000.my_team","theme",75
"organisation",2010,"OFPBGD","1.02.005.00","000.learning_development","theme",36
"organisation",2010,"OFPBGD","1.02.006.00","000.inclusion_treatment","theme",71
"organisation",2010,"OFPBGD","1.02.007.00","000.resources_workload","theme",73
"organisation",2010,"OFPBGD","1.02.008.00","000.pay_benefits","theme",29
"organisation",2010,"OFPBGD","1.02.009.00","000.leadership_change","theme",34
"organisation",2010,"OFPBGD","2.01.001.00","mwk.interested_work","agreement",72
"organisation",2010,"OFPBGD","2.01.002.00","mwk.challenging_work","agreement",48
"organisation",2010,"OFPBGD","2.01.003.00","mwk.personal_accomplishment","agreement",53
"organisation",2010,"OFPBGD","2.01.004.00","mwk.involved_decisions","agreement",38
"organisation",2010,"OFPBGD","2.01.005.00","mwk.choice_how","agreement",52
"organisation",2010,"OFPBGD","2.02.001.00","obj.understanding_objectives","agreement",79
"organisation",2010,"OFPBGD","2.02.002.00","obj.understanding_purpose","agreement",87
"organisation",2010,"OFPBGD","2.02.003.00","obj.contribute_toward_objectives","agreement",84
"organisation",2010,"OFPBGD","2.03.001.00","mgr.manager_motivates","agreement",59
"organisation",2010,"OFPBGD","2.03.004.00","mgr.manager_considerate","agreement",68
"organisation",2010,"OFPBGD","2.03.005.00","mgr.manager_open","agreement",64
"organisation",2010,"OFPBGD","2.03.006.00","mgr.understand_contribution","agreement",55
"organisation",2010,"OFPBGD","2.03.007.00","mgr.confidence_manger","agreement",62
"organisation",2010,"OFPBGD","2.03.008.00","mgr.manager_recognises","agreement",65
"organisation",2010,"OFPBGD","2.03.009.00","mgr.regular_feedback","agreement",54
"organisation",2010,"OFPBGD","2.03.010.00","mgr.feedback_helps","agreement",56
"organisation",2010,"OFPBGD","2.03.011.00","mgr.performance_fairly","agreement",52
"organisation",2010,"OFPBGD","2.03.013.00","mgr.poor_performance","agreement",39
"organisation",2010,"OFPBGD","2.04.001.00","tem.relied_upon","agreement",82
"organisation",2010,"OFPBGD","2.04.002.00","tem.improve_service","agreement",77
"organisation",2010,"OFPBGD","2.04.003.00","mtm.team_encouraged","agreement",66
"organisation",2010,"OFPBGD","2.05.001.00","ldv.access_learning","agreement",45
"organisation",2010,"OFPBGD","2.05.002.00","ldv.improve_performance","agreement",36
"organisation",2010,"OFPBGD","2.05.003.00","ldv.opportunities_career","agreement",33
"organisation",2010,"OFPBGD","2.05.004.00","ldv.helping_career","agreement",30
"organisation",2010,"OFPBGD","2.06.001.00","ift.treated_fairly","agreement",74
"organisation",2010,"OFPBGD","2.06.002.00","ift.treated_respect","agreement",82
"organisation",2010,"OFPBGD","2.06.003.00","ift.work_valued","agreement",51
"organisation",2010,"OFPBGD","2.06.004.00","ift.respects_differences","agreement",76
"organisation",2010,"OFPBGD","2.07.001.00","rwk.information_needed","agreement",69
"organisation",2010,"OFPBGD","2.07.002.00","rwk.work_objectives","agreement",74
"organisation",2010,"OFPBGD","2.07.003.00","rwk.clear_expectations","agreement",84
"organisation",2010,"OFPBGD","2.07.004.00","rwk.skills_needed","agreement",85
"organisation",2010,"OFPBGD","2.07.005.00","rwk.tools_needed","agreement",67
"organisation",2010,"OFPBGD","2.07.006.00","rwk.acceptable_workload","agreement",64
"organisation",2010,"OFPBGD","2.07.007.00","rwk.work_life_balance","agreement",72
"organisation",2010,"OFPBGD","2.08.001.00","pay.reflects_performance","agreement",29
"organisation",2010,"OFPBGD","2.08.002.00","pay.satisfied_benefits","agreement",31
"organisation",2010,"OFPBGD","2.08.003.00","pay.pay_reasonable","agreement",28
"organisation",2010,"OFPBGD","2.09.001.00","lmc.seniors_visible","agreement",45
"organisation",2010,"OFPBGD","2.09.002.00","lmc.seniors_consistent_values","agreement",35
"organisation",2010,"OFPBGD","2.09.003.00","lmc.clear_vision","agreement",35
"organisation",2010,"OFPBGD","2.09.004.00","lmc.organisation_managed_well","agreement",32
"organisation",2010,"OFPBGD","2.09.005.00","lmc.confidence_seniors","agreement",28
"organisation",2010,"OFPBGD","2.09.006.00","lmc.change_managed_well","agreement",28
"organisation",2010,"OFPBGD","2.09.007.00","lmc.change_for_better","agreement",26
"organisation",2010,"OFPBGD","2.09.008.00","lmc.kept_informed","agreement",44
"organisation",2010,"OFPBGD","2.09.009.00","lmc.contribute_views","agreement",27
"organisation",2010,"OFPBGD","2.09.010.00","lmc.safe_to_challenge","agreement",38
"organisation",2010,"OFPBGD","2.10.001.00","eng.proud_to_tell","agreement",44
"organisation",2010,"OFPBGD","2.10.002.00","eng.recommend_organisation","agreement",33
"organisation",2010,"OFPBGD","2.10.003.00","eng.personal_attachment","agreement",36
"organisation",2010,"OFPBGD","2.10.004.00","eng.organisation_inspires","agreement",37
"organisation",2010,"OFPBGD","2.10.005.00","eng.organisation_motivates","agreement",34
"organisation",2010,"OFPBGD","2.11.001.00","act.senior_action","agreement",36
"organisation",2010,"OFPBGD","2.11.002.00","act.managers_action","agreement",43
"organisation",2010,"OFPBGD","3.05.001.00","inf.handle_information","agreement",72
"organisation",2010,"OFPBGD","3.05.002.00","inf.information_training","yes",66
"organisation",2010,"OFPBGD","5.01.001.00","csc.aware_concern","yes",61
"organisation",2010,"OFPBGD","5.01.002.00","csc.aware_code","yes",43
"organisation",2010,"OFPBGD","5.01.003.00","csc.confident_code","yes",50
"organisation",2010,"OFPBGD","6.01.001.00","dhb.experienced_discrimination","yes",13
"organisation",2010,"OFPBGD","6.02.001.00","dhb.experienced_bullying","yes",11
"organisation",2010,"OFRLRD","1.01.001.00","000.engagement_index","index",54
"organisation",2010,"OFRLRD","1.02.001.00","000.my_work","theme",79
"organisation",2010,"OFRLRD","1.02.002.00","000.objectives_purpose","theme",78
"organisation",2010,"OFRLRD","1.02.003.00","000.my_manager","theme",69
"organisation",2010,"OFRLRD","1.02.004.00","000.my_team","theme",84
"organisation",2010,"OFRLRD","1.02.005.00","000.learning_development","theme",46
"organisation",2010,"OFRLRD","1.02.006.00","000.inclusion_treatment","theme",72
"organisation",2010,"OFRLRD","1.02.007.00","000.resources_workload","theme",75
"organisation",2010,"OFRLRD","1.02.008.00","000.pay_benefits","theme",65
"organisation",2010,"OFRLRD","1.02.009.00","000.leadership_change","theme",39
"organisation",2010,"OFRLRD","2.01.001.00","mwk.interested_work","agreement",89
"organisation",2010,"OFRLRD","2.01.002.00","mwk.challenging_work","agreement",83
"organisation",2010,"OFRLRD","2.01.003.00","mwk.personal_accomplishment","agreement",81
"organisation",2010,"OFRLRD","2.01.004.00","mwk.involved_decisions","agreement",59
"organisation",2010,"OFRLRD","2.01.005.00","mwk.choice_how","agreement",84
"organisation",2010,"OFRLRD","2.02.001.00","obj.understanding_objectives","agreement",74
"organisation",2010,"OFRLRD","2.02.002.00","obj.understanding_purpose","agreement",80
"organisation",2010,"OFRLRD","2.02.003.00","obj.contribute_toward_objectives","agreement",79
"organisation",2010,"OFRLRD","2.03.001.00","mgr.manager_motivates","agreement",67
"organisation",2010,"OFRLRD","2.03.004.00","mgr.manager_considerate","agreement",83
"organisation",2010,"OFRLRD","2.03.005.00","mgr.manager_open","agreement",84
"organisation",2010,"OFRLRD","2.03.006.00","mgr.understand_contribution","agreement",63
"organisation",2010,"OFRLRD","2.03.007.00","mgr.confidence_manger","agreement",76
"organisation",2010,"OFRLRD","2.03.008.00","mgr.manager_recognises","agreement",81
"organisation",2010,"OFRLRD","2.03.009.00","mgr.regular_feedback","agreement",68
"organisation",2010,"OFRLRD","2.03.010.00","mgr.feedback_helps","agreement",63
"organisation",2010,"OFRLRD","2.03.011.00","mgr.performance_fairly","agreement",66
"organisation",2010,"OFRLRD","2.03.013.00","mgr.poor_performance","agreement",43
"organisation",2010,"OFRLRD","2.04.001.00","tem.relied_upon","agreement",90
"organisation",2010,"OFRLRD","2.04.002.00","tem.improve_service","agreement",85
"organisation",2010,"OFRLRD","2.04.003.00","mtm.team_encouraged","agreement",79
"organisation",2010,"OFRLRD","2.05.001.00","ldv.access_learning","agreement",59
"organisation",2010,"OFRLRD","2.05.002.00","ldv.improve_performance","agreement",59
"organisation",2010,"OFRLRD","2.05.003.00","ldv.opportunities_career","agreement",25
"organisation",2010,"OFRLRD","2.05.004.00","ldv.helping_career","agreement",41
"organisation",2010,"OFRLRD","2.06.001.00","ift.treated_fairly","agreement",79
"organisation",2010,"OFRLRD","2.06.002.00","ift.treated_respect","agreement",84
"organisation",2010,"OFRLRD","2.06.003.00","ift.work_valued","agreement",67
"organisation",2010,"OFRLRD","2.06.004.00","ift.respects_differences","agreement",59
"organisation",2010,"OFRLRD","2.07.001.00","rwk.information_needed","agreement",70
"organisation",2010,"OFRLRD","2.07.002.00","rwk.work_objectives","agreement",76
"organisation",2010,"OFRLRD","2.07.003.00","rwk.clear_expectations","agreement",81
"organisation",2010,"OFRLRD","2.07.004.00","rwk.skills_needed","agreement",88
"organisation",2010,"OFRLRD","2.07.005.00","rwk.tools_needed","agreement",71
"organisation",2010,"OFRLRD","2.07.006.00","rwk.acceptable_workload","agreement",69
"organisation",2010,"OFRLRD","2.07.007.00","rwk.work_life_balance","agreement",71
"organisation",2010,"OFRLRD","2.08.001.00","pay.reflects_performance","agreement",68
"organisation",2010,"OFRLRD","2.08.002.00","pay.satisfied_benefits","agreement",65
"organisation",2010,"OFRLRD","2.08.003.00","pay.pay_reasonable","agreement",62
"organisation",2010,"OFRLRD","2.09.001.00","lmc.seniors_visible","agreement",56
"organisation",2010,"OFRLRD","2.09.002.00","lmc.seniors_consistent_values","agreement",41
"organisation",2010,"OFRLRD","2.09.003.00","lmc.clear_vision","agreement",30
"organisation",2010,"OFRLRD","2.09.004.00","lmc.organisation_managed_well","agreement",33
"organisation",2010,"OFRLRD","2.09.005.00","lmc.confidence_seniors","agreement",41
"organisation",2010,"OFRLRD","2.09.006.00","lmc.change_managed_well","agreement",21
"organisation",2010,"OFRLRD","2.09.007.00","lmc.change_for_better","agreement",25
"organisation",2010,"OFRLRD","2.09.008.00","lmc.kept_informed","agreement",62
"organisation",2010,"OFRLRD","2.09.009.00","lmc.contribute_views","agreement",46
