"obj","year","dept_group","organisation","org_code"
"org_2024",2024,"Government Actuary's Department","Government Actuary's Department","GAD"
"org_2024",2024,"HM Treasury Group","Government Internal Audit Agency","GIAA"
"org_2024",2024,"Government Legal Department","Government Legal Department","GLD"
"org_2024",2024,"Cabinet Office","Government Property Agency","GPA"
"org_2024",2024,"Attorney General's Departments","HM CPS Inspectorate","HMCPSI"
"org_2024",2024,"Justice","HM Courts and Tribunals Service","HMCTS"
"org_2024",2024,"HM Inspectorate of Constabulary and Fire and Rescue Services","HM Inspectorate of Constabulary and Fire and Rescue Services","HMICFR"
"org_2024",2024,"Ministry of Housing, Communities and Local Government","HM Land Registry","HMLR"
"org_2024",2024,"Justice","HM Prison and Probation Service Headquarters","HMPPHQ"
"org_2024",2024,"Justice","HM Prison Service","HMPS"
"org_2024",2024,"HM Revenue and Customs","HM Revenue and Customs","HMRC"
"org_2024",2024,"HM Treasury Group","HM Treasury","HMT"
"org_2024",2024,"Home Office","Home Office","HO"
"org_2024",2024,"Work and Pensions","Health and Safety Executive","HSE"
"org_2024",2024,"Institute for Apprenticeships and Technical Education","Institute for Apprenticeships and Technical Education","IFATE"
"org_2024",2024,"Department for Business and Trade","The Insolvency Service","INSS"
"org_2024",2024,"Department for Science, Innovation and Technology","Intellectual Property Office","IPO"
"org_2024",2024,"Justice","Legal Aid Agency","LAA"
"org_2024",2024,"Transport","Maritime and Coastguard Agency","MCA"
"org_2024",2024,"Department for Science, Innovation and Technology","Met Office","MET"
"org_2024",2024,"Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government","MHCLG"
"org_2024",2024,"Health and Social Care","Medicines and Healthcare products Regulatory Agency","MHRA"
"org_2024",2024,"Defence","Ministry of Defence","MOD"
"org_2024",2024,"Justice","Ministry of Justice Headquarters","MOJHQ"
"org_2024",2024,"National Crime Agency","National Crime Agency","NCA"
"org_2024",2024,"HM Treasury Group","National Infrastructure Commission","NIC"
"org_2024",2024,"Scottish Government","National Records of Scotland","NRS"
"org_2024",2024,"National Savings and Investments","National Savings and Investments","NSANDI"
"org_2024",2024,"Ofgem","Office of Gas and Electricity Markets","OFGEM"
"org_2024",2024,"Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","OFQUAL"
"org_2024",2024,"Ofsted","Ofsted","OFSTED"
"org_2024",2024,"Water Services Regulation Authority (Ofwat)","Water Services Regulation Authority (Ofwat)","OFWAT"
"org_2024",2024,"UK Statistics Authority","Office for National Statistics","ONS"
"org_2024",2024,"Justice","Office of the Public Guardian","OPG"
"org_2024",2024,"Office of Rail and Road","Office of Rail and Road","ORR"
"org_2024",2024,"Scottish Government","Office of the Scottish Charity Regulator","OSCR"
"org_2024",2024,"Ministry of Housing, Communities and Local Government","Planning Inspectorate","PINS"
"org_2024",2024,"Justice","Probation Service","PS"
"org_2024",2024,"Scottish Government","Registers of Scotland","ROS"
"org_2024",2024,"Environment, Food and Rural Affairs","Rural Payments Agency","RPA"
"org_2024",2024,"Scottish Government","Revenue Scotland","RS"
"org_2024",2024,"Scottish Government","Student Awards Agency Scotland","SAAS"
"org_2024",2024,"Scottish Government","Scottish Courts and Tribunals Service","SCTS"
"org_2024",2024,"Defence","Submarine Delivery Agency","SDA"
"org_2024",2024,"Scottish Government","Scottish Forestry","SF"
"org_2024",2024,"Attorney General's Departments","Serious Fraud Office","SFO"
"org_2024",2024,"Scottish Government","Scottish Government","SG"
"org_2024",2024,"Scottish Government","Scottish Housing Regulator","SHR"
"org_2024",2024,"Department for Science, Innovation and Technology","UK Space Agency","SPACE"
"org_2024",2024,"Scottish Government","Scottish Public Pensions Agency","SPPA"
"org_2024",2024,"Scottish Government","Scottish Prison Service","SPS"
"org_2024",2024,"Scottish Government","Social Security Scotland","SSS"
"org_2024",2024,"Territorial Offices","Scotland, Wales and Northern Ireland Offices, and the Office of the Advocate General","SWNIO"
"org_2024",2024,"Culture, Media and Sport","The National Archives","TNA"
"org_2024",2024,"Scottish Government","Transport Scotland","TS"
"org_2024",2024,"UK Export Finance","UK Export Finance","UKEF"
"org_2024",2024,"Defence","UK Hydrographic Office","UKHO"
"org_2024",2024,"Health and Social Care","UK Health Security Agency","UKHSA"
"org_2024",2024,"UK Statistics Authority","UK Statistics Authority","UKSA"
"org_2024",2024,"Transport","Vehicle Certification Agency","VCA"
"org_2024",2024,"Environment, Food and Rural Affairs","Veterinary Medicines Directorate","VMD"
"org_2024",2024,"HM Revenue and Customs","Valuation Office Agency","VOA"
"org_2024",2024,"Welsh Government","Welsh Government","WG"
"org_2024",2024,"Foreign, Commonwealth and Development Office","Wilton Park","WPEA"
"org_2024",2024,"Welsh Revenue Authority","Welsh Revenue Authority","WRA"
"org_2024",2024,"Justice","Ministry of Justice group (including agencies)","MOJ_GROUP"
"org_2024",2024,"UK Statistics Authority","UK Statistics Authority group (including ONS)","UKSA_GROUP"
