"obj","year","dept_group","organisation","org_code"
"org_2009",2009,"Civil Service","Civil Service benchmark",
"org_2009",2009,"Attorney General's Departments","Attorney General's Office",
"org_2009",2009,"Attorney General's Departments","Crown Prosecution Service",
"org_2009",2009,"Attorney General's Departments","HM CPS Inspectorate",
"org_2009",2009,"Attorney General's Departments","Serious Fraud Office",
"org_2009",2009,"Attorney General's Departments","TSol",
"org_2009",2009,"Business, Innovation and Skills","Department for Business, Innovation and Skills",
"org_2009",2009,"Business, Innovation and Skills","Acas",
"org_2009",2009,"Business, Innovation and Skills","Companies House",
"org_2009",2009,"Business, Innovation and Skills","Insolvency Service",
"org_2009",2009,"Business, Innovation and Skills","Intellectual Property Office",
"org_2009",2009,"Business, Innovation and Skills","National Measurement Office",
"org_2009",2009,"Business, Innovation and Skills","Office of Fair Trading",
"org_2009",2009,"Cabinet Office","Cabinet Office",
"org_2009",2009,"Cabinet Office","Central Office of Information",
"org_2009",2009,"Cabinet Office","National School of Government",
"org_2009",2009,"Child Maintenance and Enforcement Commission","Commission Executive",
"org_2009",2009,"Child Maintenance and Enforcement Commission","Child Support Agency",
"org_2009",2009,"Child Maintenance and Enforcement Commission","Corporate Services",
"org_2009",2009,"Children, Schools and Families","Department for Children, Schools and Families",
"org_2009",2009,"Communities and Local Government","Department for Communities and Local Government",
"org_2009",2009,"Communities and Local Government","Fire Service College",
"org_2009",2009,"Communities and Local Government","Government Equalities Office",
"org_2009",2009,"Communities and Local Government","Government Office Network",
"org_2009",2009,"Communities and Local Government","Ordnance Survey",
"org_2009",2009,"Communities and Local Government","The Planning Inspectorate",
"org_2009",2009,"Culture, Media and Sport","Department for Culture, Media and Sport",
"org_2009",2009,"Culture, Media and Sport","The Royal Parks",
"org_2009",2009,"Defence","Ministry of Defence",
"org_2009",2009,"Defence","UK Hydrographic Office",
"org_2009",2009,"Energy and Climate Change","Department of Energy and Climate Change",
"org_2009",2009,"Environment, Food and Rural Affairs","Department for the Environment, Food and Rural Affairs",
"org_2009",2009,"Environment, Food and Rural Affairs","Animal Health",
"org_2009",2009,"Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science",
"org_2009",2009,"Environment, Food and Rural Affairs","Food and Environment Research Agency",
"org_2009",2009,"Environment, Food and Rural Affairs","Maritime and Fisheries Agency",
"org_2009",2009,"Environment, Food and Rural Affairs","Rural Payments Agency",
"org_2009",2009,"Environment, Food and Rural Affairs","Veterinary Laboratories Agency",
"org_2009",2009,"Environment, Food and Rural Affairs","Veterinary Medicines Directorate",
"org_2009",2009,"Export Credit Guarantee Department","Export Credit Guarantee Department",
"org_2009",2009,"Food Standards Agency","Food Standards Agency",
"org_2009",2009,"Food Standards Agency","Meat Hygiene Service",
"org_2009",2009,"Foreign and Commonwealth Office","Foreign and Commonwealth Office",
"org_2009",2009,"Foreign and Commonwealth Office","FCO Services",
"org_2009",2009,"Foreign and Commonwealth Office","Wilton Park Executive Agency",
"org_2009",2009,"Health","Department of Health",
"org_2009",2009,"Health","Medicines and Healthcare Products Regulatory Agency",
"org_2009",2009,"HM Revenue & Customs","HM Revenue & Customs",
"org_2009",2009,"HM Revenue & Customs","Valuation Office Agency",
"org_2009",2009,"HM Treasury","HM Treasury",
"org_2009",2009,"Chancellor's Other Departments","Buying Solutions",
"org_2009",2009,"Chancellor's Other Departments","National Savings and Investment",
"org_2009",2009,"Chancellor's Other Departments","Office of Government Commerce",
"org_2009",2009,"Chancellor's Other Departments","UK Debt Management Office",
"org_2009",2009,"Home Office","Home Office",
"org_2009",2009,"Home Office","Criminal Records Bureau",
"org_2009",2009,"Home Office","Identity and Passport Service",
"org_2009",2009,"Home Office","UK Border Agency",
"org_2009",2009,"International Development","Department for International Development",
"org_2009",2009,"Justice","Ministry of Justice",
"org_2009",2009,"Justice","Criminal Injuries Compensation Authority",
"org_2009",2009,"Justice","HM Courts Service",
"org_2009",2009,"Justice","Land Registry",
"org_2009",2009,"Justice","National Offender Management Service",
"org_2009",2009,"Justice","Office of the Public Guardian",
"org_2009",2009,"Justice","Scotland Office and Office of the Advocate General",
"org_2009",2009,"Justice","Tribunal Service",
"org_2009",2009,"Justice","Wales Office",
"org_2009",2009,"Scottish Government","Scottish Government",
"org_2009",2009,"Scottish Government","Accountant in Bankruptcy",
"org_2009",2009,"Scottish Government","Crown Office and Procurator Fiscal Service",
"org_2009",2009,"Scottish Government","Disclosure Scotland",
"org_2009",2009,"Scottish Government","General Register Office for Scotland",
"org_2009",2009,"Scottish Government","Historic Scotland",
"org_2009",2009,"Scottish Government","HM Inspectorate of Education",
"org_2009",2009,"Scottish Government","National Archives of Scotland",
"org_2009",2009,"Scottish Government","Office of the Scottish Charity Regulator",
"org_2009",2009,"Scottish Government","Registers of Scotland",
"org_2009",2009,"Scottish Government","Scottish Housing Regulator",
"org_2009",2009,"Scottish Government","Scottish Public Pensions Agency",
"org_2009",2009,"Scottish Government","Social Work Inspection Authority",
"org_2009",2009,"Scottish Government","Student Awards Agency for Scotland",
"org_2009",2009,"Scottish Government","Transport Scotland",
"org_2009",2009,"Transport","Department for Transport",
"org_2009",2009,"Transport","Driver and Vehicle Licensing Agency",
"org_2009",2009,"Transport","Driving Standards Agency",
"org_2009",2009,"Transport","Government Car and Despatch Agency",
"org_2009",2009,"Transport","Highways Agency",
"org_2009",2009,"Transport","Maritime and Coastguard Agency",
"org_2009",2009,"Transport","Office of Rail Regulation",
"org_2009",2009,"Transport","Vehicle Certification Agency",
"org_2009",2009,"Transport","Vehicle Operator Services Agency",
"org_2009",2009,"UK Statistics Authority","UK Statistics Authority and Office for National Statistics",
"org_2009",2009,"Work and Pensions","Department for Work and Pensions",
"org_2009",2009,"Work and Pensions","Health and Safety Executive",
"org_2010",2010,"Civil Service overall","Civil Service 2010 benchmark (median)",
"org_2010",2010,"Attorney General's Departments","Attorney General's Office",
"org_2010",2010,"Attorney General's Departments","Crown Prosecution Service",
"org_2010",2010,"Attorney General's Departments","HM CPS Inspectorate",
"org_2010",2010,"Attorney General's Departments","Serious Fraud Office",
"org_2010",2010,"Attorney General's Departments","TSol",
"org_2010",2010,"Business, Innovation and Skills, Department for","Acas",
"org_2010",2010,"Business, Innovation and Skills, Department for","Companies House",
"org_2010",2010,"Business, Innovation and Skills, Department for","Department for Business, Innovation & Skills (excluding agencies)",
"org_2010",2010,"Business, Innovation and Skills, Department for","Insolvency Service",
"org_2010",2010,"Business, Innovation and Skills, Department for","Intellectual Property Office",
"org_2010",2010,"Business, Innovation and Skills, Department for","National Measurement Office",
"org_2010",2010,"Business, Innovation and Skills, Department for","Office of Fair Trading",
"org_2010",2010,"Cabinet Office","Buying Solutions",
"org_2010",2010,"Cabinet Office","Cabinet Office (excluding agencies)",
"org_2010",2010,"Cabinet Office","Central Office of Information",
"org_2010",2010,"Cabinet Office","National School of Government",
"org_2010",2010,"Cabinet Office","Office of Government Commerce",
"org_2010",2010,"Charity Commission","Charity Commission",
"org_2010",2010,"Communities and Local Government, Department for","Department for Communities and Local Government (excluding agencies)",
"org_2010",2010,"Communities and Local Government, Department for","Fire Service College",
"org_2010",2010,"Communities and Local Government, Department for","Government Office Network",
"org_2010",2010,"Communities and Local Government, Department for","The Planning Inspectorate",
"org_2010",2010,"Culture, Media and Sport, Department for","Department for Culture, Media and Sport (excluding agencies)",
"org_2010",2010,"Culture, Media and Sport, Department for","The Royal Parks",
"org_2010",2010,"Defence, Ministry of","Defence Support Group",
"org_2010",2010,"Defence, Ministry of","Dstl",
"org_2010",2010,"Defence, Ministry of","Met Office",
"org_2010",2010,"Defence, Ministry of","Ministry of Defence (excluding agencies)",
"org_2010",2010,"Defence, Ministry of","Ordnance Survey",
"org_2010",2010,"Defence, Ministry of","UK Hydrographic Office",
"org_2010",2010,"Education, Department for","Department for Education",
"org_2010",2010,"Energy and Climate Change< Department of","Deptartment of Energy & Climate Change",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Animal Health",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Centre for Environment, Food and Aquaculture Science",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Department for Environment, Food and Rural Affairs (excluding agencies)",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Food and Environment Research Agency",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Rural Payments Agency",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Veterinary Laboratories Agency",
"org_2010",2010,"Environment, Food and Rural Affairs, Department for","Veterinary Medicines Directorate",
"org_2010",2010,"Export Credits Guarantee Department","Export Credits Guarantee Department",
"org_2010",2010,"Food Standards Agency","Food Standards Agency",
"org_2010",2010,"Foreign and Commonwealth Office","FCO Services",
"org_2010",2010,"Foreign and Commonwealth Office","Foreign and Commonwealth Office (excluding agencies)",
"org_2010",2010,"Foreign and Commonwealth Office","Wilton Park",
"org_2010",2010,"Government Equalities Office","Government Equalities Office",
"org_2010",2010,"Health, Department of","Department of Health (excluding agencies)",
"org_2010",2010,"Health, Department of","Medicines and Healthcare products Regulatory Agency",
"org_2010",2010,"HM Revenue and Customs","HM Revenue and Customs",
"org_2010",2010,"HM Revenue and Customs","Valuation Office Agency",
"org_2010",2010,"HM Treasury","Debt Management Office",
"org_2010",2010,"HM Treasury","Government Actuary's Department",
"org_2010",2010,"HM Treasury","HM Treasury (excluding agencies)",
"org_2010",2010,"HM Treasury","National Savings & Investment",
"org_2010",2010,"Home Office","Criminal Records Bureau",
"org_2010",2010,"Home Office","Home Office (excluding agencies)",
"org_2010",2010,"Home Office","Identity & Passport Service",
"org_2010",2010,"Home Office","UK Border Agency",
"org_2010",2010,"International Development, Department for","Department for International Development",
"org_2010",2010,"Justice, Ministry of","HM Courts Service",
"org_2010",2010,"Justice, Ministry of","Criminal Injuries Compensation Authority",
"org_2010",2010,"Justice, Ministry of","Land Registry",
"org_2010",2010,"Justice, Ministry of","Ministry of Justice (excluding agencies)",
"org_2010",2010,"Justice, Ministry of","MoJ Arms Length Bodies",
"org_2010",2010,"Justice, Ministry of","National Offender Management Service",
"org_2010",2010,"Justice, Ministry of","Office of the Public Guardian",
"org_2010",2010,"Justice, Ministry of","Scotland Office, Office of the Advocate General and Wales Office",
"org_2010",2010,"Justice, Ministry of","The National Archives",
"org_2010",2010,"Justice, Ministry of","Tribunals Service",
"org_2010",2010,"Ofsted","Ofsted",
"org_2010",2010,"Scottish Government","Accountant in Bankruptcy",
"org_2010",2010,"Scottish Government","Crown Office and Procurator Fiscal Service",
"org_2010",2010,"Scottish Government","Disclosure Scotland",
"org_2010",2010,"Scottish Government","General Register Office for Scotland",
"org_2010",2010,"Scottish Government","Historic Scotland",
"org_2010",2010,"Scottish Government","HM Inspectorate of Education",
"org_2010",2010,"Scottish Government","National Archives of Scotland",
"org_2010",2010,"Scottish Government","Office of the Scottish Charity Regulator",
"org_2010",2010,"Scottish Government","Registers of Scotland",
"org_2010",2010,"Scottish Government","Scottish Court Service",
"org_2010",2010,"Scottish Government","Scottish Government (excluding agencies)",
"org_2010",2010,"Scottish Government","Scottish Housing Regulator",
"org_2010",2010,"Scottish Government","Scottish Prison Service",
"org_2010",2010,"Scottish Government","Scottish Public Pensions Agency",
"org_2010",2010,"Scottish Government","Social Work Inspection Agency",
"org_2010",2010,"Scottish Government","Student Awards Agency for Scotland",
"org_2010",2010,"Scottish Government","Transport Scotland",
"org_2010",2010,"Statistics Authority","UK Statistics Authority (including ONS)",
"org_2010",2010,"Transport, Department for","Department for Transport (excluding agencies)",
"org_2010",2010,"Transport, Department for","Driver and Vehicle Licensing Agency",
"org_2010",2010,"Transport, Department for","Driving Standards Agency",
"org_2010",2010,"Transport, Department for","Government Car and Despatch Agency",
"org_2010",2010,"Transport, Department for","Highways Agency",
"org_2010",2010,"Transport, Department for","Maritime and Coastguard Agency",
"org_2010",2010,"Transport, Department for","Office of the Rail Regulator",
"org_2010",2010,"Transport, Department for","Vehicle and Operator Services Agency",
"org_2010",2010,"Transport, Department for","Vehicle Certification Agency",
"org_2010",2010,"Welsh Assembly Government","Estyn",
"org_2010",2010,"Welsh Assembly Government","Welsh Assembly Government",
"org_2010",2010,"Work and Pensions, Department for","Child Maintenance and Enforcement Commission - Child Support Agency",
"org_2010",2010,"Work and Pensions, Department for","Child Maintenance and Enforcement Commission - Commission Executive",
"org_2010",2010,"Work and Pensions, Department for","Child Maintenance and Enforcement Commission - Corporate Services",
"org_2010",2010,"Work and Pensions, Department for","Department for Work and Pensions (including Jobcentre Plus and Pensions, Disability & Carers Service)",
"org_2010",2010,"Work and Pensions, Department for","Health and Safety Executive",
"org_2011",2011,"Civil Service","Civil Service 2011 benchmark (median)",
"org_2011",2011,"Attorney General's Departments","Attorney General's Office",
"org_2011",2011,"Attorney General's Departments","Crown Prosecution Service",
"org_2011",2011,"Attorney General's Departments","HM CPS Inspectorate",
"org_2011",2011,"Attorney General's Departments","Serious Fraud Office",
"org_2011",2011,"Attorney General's Departments","TSol",
"org_2011",2011,"Business, Innovation and Skills","Department for Business, Innovation and Skills (excluding agencies)",
"org_2011",2011,"Business, Innovation and Skills","Acas",
"org_2011",2011,"Business, Innovation and Skills","Companies House",
"org_2011",2011,"Business, Innovation and Skills","The Insolvency Service",
"org_2011",2011,"Business, Innovation and Skills","UK Intellectual Property Office",
"org_2011",2011,"Business, Innovation and Skills","Land Registry",
"org_2011",2011,"Business, Innovation and Skills","Met Office",
"org_2011",2011,"Business, Innovation and Skills","National Measurement Office",
"org_2011",2011,"Business, Innovation and Skills","Office of Fair Trading",
"org_2011",2011,"Business, Innovation and Skills","Ordnance Survey",
"org_2011",2011,"Business, Innovation and Skills","Skils Funding Agency",
"org_2011",2011,"Cabinet Office","Cabinet Office (excluding agencies)",
"org_2011",2011,"Cabinet Office","Government Procurement Service",
"org_2011",2011,"Charity Commission","Charity Commission",
"org_2011",2011,"Communities and Local Government","Department for Communities and Local Government (excluding agencies)",
"org_2011",2011,"Communities and Local Government","Fire Service College",
"org_2011",2011,"Communities and Local Government","The Planning Inspectorate",
"org_2011",2011,"Culture, Media and Sport","Department for Culture, Media and Sport (excluding agencies)",
"org_2011",2011,"Culture, Media and Sport","The Royal Parks",
"org_2011",2011,"Defence","Ministry of Defence (excluding agencies)",
"org_2011",2011,"Defence","Defence Support Group",
"org_2011",2011,"Defence","Dstl",
"org_2011",2011,"Defence","UK Hydrographic Office",
"org_2011",2011,"Education","Department for Education",
"org_2011",2011,"Energy and Climate Change","Department of Energy and Climate Change",
"org_2011",2011,"Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excluding agencies)",
"org_2011",2011,"Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency",
"org_2011",2011,"Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science",
"org_2011",2011,"Environment, Food and Rural Affairs","Food and Environment Research Agency",
"org_2011",2011,"Environment, Food and Rural Affairs","Rural Payments Agency",
"org_2011",2011,"Environment, Food and Rural Affairs","Veterinary Medicines Directorate",
"org_2011",2011,"Export Credits Guarantee Department","Export Credits Guarantee Department",
"org_2011",2011,"Foreign and Commonwealth Office","Foreign and Commonwealth Office (excluding agencies)",
"org_2011",2011,"Foreign and Commonwealth Office","FCO Services",
"org_2011",2011,"Foreign and Commonwealth Office","Wilton Park Executive Agency",
"org_2011",2011,"Health","Department for Health (excluding agencies)",
"org_2011",2011,"Health","Food Standards Agency",
"org_2011",2011,"Health","Medicines and Healthcare products Regulatory Agency",
"org_2011",2011,"HM Revenue & Customs","HM Revenue & Customs",
"org_2011",2011,"HM Revenue & Customs","Valuation Office Agency",
"org_2011",2011,"HM Treasury","HM Treasury (excluding agencies)",
"org_2011",2011,"HM Treasury","Debt Management Office",
"org_2011",2011,"HM Treasury","Government Actuary's Department",
"org_2011",2011,"HM Treasury","National Savings & Investment",
"org_2011",2011,"Home Office","Home Office (excluding agencies)",
"org_2011",2011,"Home Office","Criminal Records Bureau",
"org_2011",2011,"Home Office","Identity and Passport Service",
"org_2011",2011,"Home Office","UK Border Agency",
"org_2011",2011,"International Development","Department for International Development",
"org_2011",2011,"Justice","Ministry of Justice (excluding agencies)",
"org_2011",2011,"Justice","MOJ Arms Length Bodies",
"org_2011",2011,"Justice","Criminal Injuries Compensation Authority",
"org_2011",2011,"Justice","HM Courts and Tribunals Service",
"org_2011",2011,"Justice","Legal Services Commission",
"org_2011",2011,"Justice","National Offender Management Service",
"org_2011",2011,"Justice","Office of the Public Guardian",
"org_2011",2011,"Justice","Scotland Office, Office of the Advocate General, Wales Office, and Northern Ireland Office",
"org_2011",2011,"Justice","The National Archives",
"org_2011",2011,"Office of Gas and Electricity Markets","Ofgem",
"org_2011",2011,"Office of Qualifications and Examinations Regulation","Ofqual",
"org_2011",2011,"Office of Standards in Education, Children's Services and Skills","Ofsted",
"org_2011",2011,"Statistics Authority","UK Statistics Authority",
"org_2011",2011,"Statistics Authority","Office for National Statistics",
"org_2011",2011,"Transport","Department for Transport (excluding Agencies)",
"org_2011",2011,"Transport","Driving Standards Agency",
"org_2011",2011,"Transport","Driver and Vehicle Licensing Agency",
"org_2011",2011,"Transport","Government Car and Despatch Agency",
"org_2011",2011,"Transport","Highways Agency",
"org_2011",2011,"Transport","Maritime and Coastguard Agency",
"org_2011",2011,"Transport","Office of Rail Regulation",
"org_2011",2011,"Transport","Vehicle Certification Agency",
"org_2011",2011,"Transport","Vehicle and Operator Services Agency",
"org_2011",2011,"Work and Pensions","Department for Work and Pensions",
"org_2011",2011,"Work and Pensions","Child Maintenance and Enforcement Commission",
"org_2011",2011,"Work and Pensions","Health and Safety Executive",
"org_2011",2011,"Scottish Government","Scottish Government (excluding agencies)",
"org_2011",2011,"Scottish Government","Accountant in Bankruptcy",
"org_2011",2011,"Scottish Government","Crown Office and Procurator Fiscal Service",
"org_2011",2011,"Scottish Government","Disclosure Scotland",
"org_2011",2011,"Scottish Government","Education Scotland",
"org_2011",2011,"Scottish Government","Historic Scotland",
"org_2011",2011,"Scottish Government","National Records of Scotland",
"org_2011",2011,"Scottish Government","Office of the Scottish Charity Regulator",
"org_2011",2011,"Scottish Government","Registers of Scotland",
"org_2011",2011,"Scottish Government","Student Awards Agency for Scotland",
"org_2011",2011,"Scottish Government","Scottish Courts Service",
"org_2011",2011,"Scottish Government","Scottish Housing Regulator",
"org_2011",2011,"Scottish Government","Scottish Public Pensions Agency",
"org_2011",2011,"Scottish Government","Scottish Prison Service",
"org_2011",2011,"Scottish Government","Transport Scotland",
"org_2011",2011,"Welsh Government","Welsh Government",
"org_2011",2011,"Welsh Government","Estyn",
"org_2012",2012,"Civil Service","Civil Service benchmark",
"org_2012",2012,"Attorney General's departments","Attorney General's Office",
"org_2012",2012,"Attorney General's departments","Crown Prosecution Service",
"org_2012",2012,"Attorney General's departments","HM CPS Inspectorate",
"org_2012",2012,"Attorney General's departments","Serious Fraud Office",
"org_2012",2012,"Attorney General's departments","TSol",
"org_2012",2012,"Business, Innovation and Skills","Department for Business, Innovation and Skills",
"org_2012",2012,"Business, Innovation and Skills","Acas",
"org_2012",2012,"Business, Innovation and Skills","Companies House",
"org_2012",2012,"Business, Innovation and Skills","Insolvency Service",
"org_2012",2012,"Business, Innovation and Skills","Intellectual Property Office",
"org_2012",2012,"Business, Innovation and Skills","Land Registry",
"org_2012",2012,"Business, Innovation and Skills","Met Office",
"org_2012",2012,"Business, Innovation and Skills","National Measurement Office",
"org_2012",2012,"Business, Innovation and Skills","Office of Fair Trading",
"org_2012",2012,"Business, Innovation and Skills","Ordnance Survey",
"org_2012",2012,"Business, Innovation and Skills","Skills Funding Agency",
"org_2012",2012,"Cabinet Office","Cabinet Office",
"org_2012",2012,"Cabinet Office","Government Procurement Service",
"org_2012",2012,"Charity Commission","Charity Commission",
"org_2012",2012,"Communities and Local Government","Department for Communities and Local Government",
"org_2012",2012,"Communities and Local Government","The Planning Inspectorate",
"org_2012",2012,"Culture, Media and Sport","Department for Culture, Media and Sport",
"org_2012",2012,"Culture, Media and Sport","The Royal Parks",
"org_2012",2012,"Defence","Ministry of Defence",
"org_2012",2012,"Defence","Defence Support Group",
"org_2012",2012,"Defence","Dstl",
"org_2012",2012,"Defence","UK Hydrographic Office",
"org_2012",2012,"Education","Department for Education",
"org_2012",2012,"Energy and Climate Change","Department of Energy & Climate Change",
"org_2012",2012,"Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",
"org_2012",2012,"Environment, Food and Rural Affairs","Animal Health & Veterinary Laboratories Agency",
"org_2012",2012,"Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science",
"org_2012",2012,"Environment, Food and Rural Affairs","Food and Environment Research Agency",
"org_2012",2012,"Environment, Food and Rural Affairs","Rural Payments Agency",
"org_2012",2012,"Environment, Food and Rural Affairs","Veterinary Medicines Directorate",
"org_2012",2012,"Estyn","Estyn",
"org_2012",2012,"Food Standards Agency","Food Standards Agency",
"org_2012",2012,"Foreign and Commonwealth Office","Foreign and Commonwealth Office",
"org_2012",2012,"Foreign and Commonwealth Office","FCO Services",
"org_2012",2012,"Foreign and Commonwealth Office","Wilton Park Executive Agency",
"org_2012",2012,"Health","Department of Health",
"org_2012",2012,"Health","Medicines and Healthcare Products Regulatory Agency",
"org_2012",2012,"HM Revenue and Customs","HM Revenue & Customs",
"org_2012",2012,"HM Revenue and Customs","Valuation Office Agency",
"org_2012",2012,"HM Treasury","HM Treasury",
"org_2012",2012,"Chancellor's other departments","Government Actuary's Department",
"org_2012",2012,"Chancellor's other departments","National Savings and Investment",
"org_2012",2012,"Chancellor's other departments","UK Debt Management Office",
"org_2012",2012,"Home Office","Home Office",
"org_2012",2012,"Home Office","Border Force",
"org_2012",2012,"Home Office","Criminal Records Bureau",
"org_2012",2012,"Home Office","Identity & Passport Service",
"org_2012",2012,"Home Office","UK Border Agency",
"org_2012",2012,"International Development","Department for International Development",
"org_2012",2012,"Justice","Ministry of Justice",
"org_2012",2012,"Justice","Criminal Injuries Compensation Authority",
"org_2012",2012,"Justice","HM Courts and Tribunals Service",
"org_2012",2012,"Justice","Legal Services Commission",
"org_2012",2012,"Justice","MoJ Arms Length Bodies",
"org_2012",2012,"Justice","National Offender Management Service",
"org_2012",2012,"Justice","Office of the Public Guardian",
"org_2012",2012,"Justice","The National Archives",
"org_2012",2012,"Office of Gas and Electricity Markets","Ofgem",
"org_2012",2012,"Office of Qualifications and Examinations Regulation","Ofqual",
"org_2012",2012,"Office of Rail Regulation","Office of Rail Regulation",
"org_2012",2012,"Office for Standards in Education","Ofsted",
"org_2012",2012,"Scotland Office, Wales Office and Northern Ireland Office","Scotland Office, Office of the Advocate General, Wales Office and Northern Ireland Office",
"org_2012",2012,"Scottish Government","Scottish Government",
"org_2012",2012,"Scottish Government","Accountant in Bankruptcy",
"org_2012",2012,"Scottish Government","Crown Office and Procurator Fiscal Service",
"org_2012",2012,"Scottish Government","Disclosure Scotland",
"org_2012",2012,"Scottish Government","Education Scotland",
"org_2012",2012,"Scottish Government","Historic Scotland",
"org_2012",2012,"Scottish Government","National Records of Scotland",
"org_2012",2012,"Scottish Government","Office of the Scottish Charity Regulator",
"org_2012",2012,"Scottish Government","Registers of Scotland",
"org_2012",2012,"Scottish Government","Scottish Court Service",
"org_2012",2012,"Scottish Government","Scottish Housing Regulator",
"org_2012",2012,"Scottish Government","Scottish Prison Service",
"org_2012",2012,"Scottish Government","Scottish Public Pensions Agency",
"org_2012",2012,"Scottish Government","Scottish Tribunals Service",
"org_2012",2012,"Scottish Government","Student Awards Agency for Scotland",
"org_2012",2012,"Scottish Government","Transport Scotland",
"org_2012",2012,"UK Statistics Authority","UK Statistics Authority",
"org_2012",2012,"UK Statistics Authority","Office for National Statistics",
"org_2012",2012,"Transport","Department for Transport",
"org_2012",2012,"Transport","Driver and Vehicle Licensing Agency",
"org_2012",2012,"Transport","Driving Standards Agency",
"org_2012",2012,"Transport","Highways Agency",
"org_2012",2012,"Transport","Maritime and Coastguard Agency",
"org_2012",2012,"Transport","Vehicle Certification Agency",
"org_2012",2012,"Transport","Vehicle Operator Services Agency",
"org_2012",2012,"UK Export Finance","UK Export Finance",
"org_2012",2012,"Welsh Government","Welsh Government",
"org_2012",2012,"Work and Pensions","Department for Work and Pensions",
"org_2012",2012,"Work and Pensions","Child Maintenance Group",
"org_2012",2012,"Work and Pensions","Health and Safety Executive",
"org_2013",2013,"Civil Service","Civil Service benchmark",
"org_2013",2013,"Attorney General's Departments","Attorney General's Office",
"org_2013",2013,"Attorney General's Departments","Crown Prosecution Service",
"org_2013",2013,"Attorney General's Departments","HM CPS Inspectorate",
"org_2013",2013,"Attorney General's Departments","Serious Fraud Office",
"org_2013",2013,"Attorney General's Departments","TSol",
"org_2013",2013,"Business, Innovation and Skills","Department for Business, Innovation and Skills",
"org_2013",2013,"Business, Innovation and Skills","Acas",
"org_2013",2013,"Business, Innovation and Skills","Companies House",
"org_2013",2013,"Business, Innovation and Skills","Insolvency Service",
"org_2013",2013,"Business, Innovation and Skills","Intellectual Property Office",
"org_2013",2013,"Business, Innovation and Skills","Land Registry",
"org_2013",2013,"Business, Innovation and Skills","Met Office",
"org_2013",2013,"Business, Innovation and Skills","National Measurement Office",
"org_2013",2013,"Business, Innovation and Skills","Office of Fair Trading",
"org_2013",2013,"Business, Innovation and Skills","Ordnance Survey",
"org_2013",2013,"Business, Innovation and Skills","Skills Funding Agency",
"org_2013",2013,"Business, Innovation and Skills","UK Trade and Investment",
"org_2013",2013,"Cabinet Office","Cabinet Office",
"org_2013",2013,"Cabinet Office","Government Procurement Service",
"org_2013",2013,"Charity Commission","Charity Commission",
"org_2013",2013,"Communities and Local Government","Department for Communities and Local Government",
"org_2013",2013,"Communities and Local Government","Planning Inspectorate",
"org_2013",2013,"Culture, Media and Sport","Department for Culture, Media and Sport",
"org_2013",2013,"Culture, Media and Sport","The Royal Parks",
"org_2013",2013,"Defence","Ministry of Defence",
"org_2013",2013,"Defence","Defence Support Group",
"org_2013",2013,"Defence","Dstl",
"org_2013",2013,"Defence","UK Hyrdographic Office",
"org_2013",2013,"Education","Department for Education",
"org_2013",2013,"Energy & Climate Change","Department of Energy & Climate Change",
"org_2013",2013,"Environemnt, Food and Rural Affairs","Department for Environment, Food and Rural Affairs",
"org_2013",2013,"Environemnt, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency",
"org_2013",2013,"Environemnt, Food and Rural Affairs","Centre for Fisheries and Aquaculture Science",
"org_2013",2013,"Environemnt, Food and Rural Affairs","Food and Environment Research Agency",
"org_2013",2013,"Environemnt, Food and Rural Affairs","Rural Payments Agency",
"org_2013",2013,"Environemnt, Food and Rural Affairs","Veterinary Medicines Directorate",
"org_2013",2013,"Estyn","Estyn",
"org_2013",2013,"Food Standards Agency","Food Standards Agency",
"org_2013",2013,"Foreign and Commonwealth Office","Foreign and Commonwealth Office",
"org_2013",2013,"Foreign and Commonwealth Office","FCO Services",
"org_2013",2013,"Foreign and Commonwealth Office","Wilton Park",
"org_2013",2013,"Health","Department of Health",
"org_2013",2013,"Health","Medicines and Healthcare Products Regulatory Agency",
"org_2013",2013,"Health","Public Health England",
"org_2013",2013,"HM Revenue & Customs","HM Revenue & Customs",
"org_2013",2013,"HM Revenue & Customs","Valuation Office Agency",
"org_2013",2013,"HM Treasury","HM Treasury",
"org_2013",2013,"Chancellors' Other Departments","Debt Management Office",
"org_2013",2013,"Chancellors' Other Departments","Government Actuary's Department",
"org_2013",2013,"Chancellors' Other Departments","National Savings and Investments",
"org_2013",2013,"Home Office","Home Office (HQ)",
"org_2013",2013,"Home Office","Border Force",
"org_2013",2013,"Home Office","HM Passport Office",
"org_2013",2013,"Home Office","Immigration Enforcement",
"org_2013",2013,"Home Office","UK Visas and Immigration",
